Email_id,Sender_Name,Sender_cadre,Sender_dept,Rec_name,Rec_cadre,Rec_dept,Email_subject,Msg_Date,Sentiment,Message_status,Device,Within_work_hrs,Within_workdays,Msg_day,Msg_month,day_name,Week_of_month,exc_type
504,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Technical Support,2024-03-12,positive,opened,desktop,yes,yes,12,March,Tuesday,3,intra_mails
505,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Meeting Scheduling,2024-03-19,neutral,opened,desktop,yes,yes,19,March,Tuesday,4,intra_mails
506,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Technical Support,2024-03-05,positive,opened,desktop,no,yes,5,March,Tuesday,2,intra_mails
507,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Operational Issues,2024-03-04,neutral,opened,desktop,yes,yes,4,March,Monday,2,intra_mails
508,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Internal Policies and Procedures,2024-03-13,positive,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
509,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Technical Support,2024-03-21,positive,opened,desktop,yes,yes,21,March,Thursday,4,intra_mails
510,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Technical Support,2024-03-26,neutral,opened,desktop,yes,yes,26,March,Tuesday,5,intra_mails
511,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Technical Support,2024-03-21,neutral,opened,mobile,yes,yes,21,March,Thursday,4,intra_mails
512,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Security Alerts,2024-03-05,positive,opened,mobile,yes,yes,5,March,Tuesday,2,intra_mails
513,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Security Alerts,2024-03-05,neutral,opened,desktop,yes,yes,5,March,Tuesday,2,intra_mails
514,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Technical Support,2024-03-11,neutral,opened,desktop,yes,yes,11,March,Monday,3,intra_mails
515,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Technical Support,2024-03-12,positive,unopened,desktop,yes,yes,12,March,Tuesday,3,intra_mails
516,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Security Alerts,2024-03-06,neutral,opened,desktop,yes,yes,6,March,Wednesday,2,intra_mails
517,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Meeting Scheduling,2024-03-23,positive,opened,desktop,no,no,23,March,Saturday,4,intra_mails
518,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Technical Support,2024-03-11,neutral,opened,desktop,yes,yes,11,March,Monday,3,intra_mails
519,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Technical Support,2024-03-05,neutral,opened,desktop,no,yes,5,March,Tuesday,2,intra_mails
520,Reina Trobey,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),HR related topics,2024-03-13,positive,opened,mobile,no,yes,13,March,Wednesday,3,intra_mails
521,Reina Trobey,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-19,neutral,opened,desktop,yes,yes,19,March,Tuesday,4,intra_mails
522,Reina Trobey,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Operational Issues,2024-03-21,neutral,opened,desktop,yes,yes,21,March,Thursday,4,intra_mails
523,Madge Torrejon,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Meeting Scheduling,2024-03-23,negative,opened,desktop,no,no,23,March,Saturday,4,intra_mails
524,Madge Torrejon,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-04,neutral,opened,desktop,yes,yes,4,March,Monday,2,intra_mails
525,Madge Torrejon,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-26,neutral,unopened,desktop,yes,yes,26,March,Tuesday,5,intra_mails
526,Madge Torrejon,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Operational Issues,2024-03-07,neutral,opened,desktop,yes,yes,7,March,Thursday,2,intra_mails
527,Madge Torrejon,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-21,positive,opened,desktop,yes,yes,21,March,Thursday,4,intra_mails
528,Madge Torrejon,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Meeting Scheduling,2024-03-11,neutral,opened,mobile,yes,yes,11,March,Monday,3,intra_mails
529,Madge Torrejon,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),HR related topics,2024-03-18,neutral,opened,desktop,yes,yes,18,March,Monday,4,intra_mails
530,Marilyn Seeman,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Legal Matters,2024-03-05,neutral,opened,desktop,yes,yes,5,March,Tuesday,2,intra_mails
531,Marilyn Seeman,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Project Updates,2024-03-29,neutral,opened,mobile,yes,yes,29,March,Friday,5,intra_mails
532,Marilyn Seeman,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-13,positive,opened,mobile,yes,yes,13,March,Wednesday,3,intra_mails
533,Marilyn Seeman,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-25,positive,opened,mobile,yes,yes,25,March,Monday,5,intra_mails
534,Marilyn Seeman,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Project Updates,2024-03-12,neutral,opened,desktop,yes,yes,12,March,Tuesday,3,intra_mails
535,Marilyn Seeman,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Training and Development,2024-03-07,neutral,opened,desktop,yes,yes,7,March,Thursday,2,intra_mails
536,Marilyn Seeman,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Security Alerts,2024-03-14,neutral,opened,desktop,no,yes,14,March,Thursday,3,intra_mails
537,Katina Darter,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Meeting Scheduling,2024-03-13,neutral,opened,mobile,no,yes,13,March,Wednesday,3,intra_mails
538,Katina Darter,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Meeting Scheduling,2024-03-30,negative,opened,desktop,no,no,30,March,Saturday,5,intra_mails
539,Lynett Amy,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Legal Matters,2024-03-21,positive,opened,mobile,yes,yes,21,March,Thursday,4,intra_mails
540,Lynett Amy,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-23,positive,opened,desktop,no,no,23,March,Saturday,4,intra_mails
541,Lynett Amy,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-26,positive,opened,desktop,no,yes,26,March,Tuesday,5,intra_mails
542,Lynett Amy,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Internal Policies and Procedures,2024-03-07,neutral,opened,desktop,yes,yes,7,March,Thursday,2,intra_mails
543,Reina Trobey,Professional,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-08,neutral,opened,desktop,yes,yes,8,March,Friday,2,intra_mails
544,Reina Trobey,Professional,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Project Updates,2024-03-12,positive,opened,mobile,yes,yes,12,March,Tuesday,3,intra_mails
545,Reina Trobey,Professional,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Project Updates,2024-03-22,positive,opened,desktop,yes,yes,22,March,Friday,4,intra_mails
546,Reina Trobey,Professional,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Client Related Communication,2024-03-05,positive,opened,desktop,no,yes,5,March,Tuesday,2,intra_mails
547,Reina Trobey,Professional,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-19,neutral,opened,desktop,yes,yes,19,March,Tuesday,4,intra_mails
548,Reina Trobey,Professional,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Client Related Communication,2024-03-05,neutral,opened,desktop,yes,yes,5,March,Tuesday,2,intra_mails
549,Reina Trobey,Professional,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Operational Issues,2024-03-24,positive,opened,desktop,no,no,24,March,Sunday,4,intra_mails
550,Reina Trobey,Professional,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Vendor Relations,2024-03-21,positive,opened,desktop,yes,yes,21,March,Thursday,4,intra_mails
551,Marilyn Seeman,Professional,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-25,positive,opened,desktop,yes,yes,25,March,Monday,5,intra_mails
552,Marilyn Seeman,Professional,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-30,negative,opened,desktop,no,no,30,March,Saturday,5,intra_mails
553,Marilyn Seeman,Professional,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Project Updates,2024-03-04,neutral,opened,desktop,yes,yes,4,March,Monday,2,intra_mails
554,Marilyn Seeman,Professional,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Client Related Communication,2024-03-05,neutral,unopened,mobile,yes,yes,5,March,Tuesday,2,intra_mails
555,Marilyn Seeman,Professional,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Security Alerts,2024-03-11,neutral,opened,desktop,yes,yes,11,March,Monday,3,intra_mails
556,Marilyn Seeman,Professional,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-06,neutral,opened,desktop,no,yes,6,March,Wednesday,2,intra_mails
557,Marilyn Seeman,Professional,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-22,negative,opened,mobile,no,yes,22,March,Friday,4,intra_mails
558,Marilyn Seeman,Professional,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Internal Policies and Procedures,2024-03-13,neutral,opened,desktop,yes,yes,13,March,Wednesday,3,intra_mails
559,Marilyn Seeman,Professional,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-28,positive,opened,desktop,yes,yes,28,March,Thursday,5,intra_mails
560,Marilyn Seeman,Professional,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Operational Issues,2024-03-20,neutral,opened,desktop,yes,yes,20,March,Wednesday,4,intra_mails
561,Marilyn Seeman,Professional,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-26,negative,opened,desktop,yes,yes,26,March,Tuesday,5,intra_mails
562,Marilyn Seeman,Professional,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Legal Matters,2024-03-26,neutral,opened,desktop,yes,yes,26,March,Tuesday,5,intra_mails
563,Marilyn Seeman,Professional,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-05,neutral,opened,mobile,no,yes,5,March,Tuesday,2,intra_mails
564,Madge Torrejon,Professional,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Technical Support,2024-03-26,positive,opened,desktop,yes,yes,26,March,Tuesday,5,intra_mails
565,Madge Torrejon,Professional,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Project Updates,2024-03-27,neutral,opened,desktop,yes,yes,27,March,Wednesday,5,intra_mails
566,Madge Torrejon,Professional,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Project Updates,2024-03-25,positive,opened,desktop,yes,yes,25,March,Monday,5,intra_mails
567,Madge Torrejon,Professional,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Operational Issues,2024-03-21,neutral,opened,desktop,yes,yes,21,March,Thursday,4,intra_mails
568,Madge Torrejon,Professional,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Client Related Communication,2024-03-05,neutral,opened,desktop,no,yes,5,March,Tuesday,2,intra_mails
569,Madge Torrejon,Professional,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),HR related topics,2024-03-14,neutral,unopened,mobile,yes,yes,14,March,Thursday,3,intra_mails
570,Lynett Amy,Professional,Information Technology (IT),Madge Torrejon,Professional,Information Technology (IT),Operational Issues,2024-03-26,positive,opened,desktop,yes,yes,26,March,Tuesday,5,intra_mails
571,Lynett Amy,Professional,Information Technology (IT),Madge Torrejon,Professional,Information Technology (IT),Meeting Scheduling,2024-03-27,positive,unopened,mobile,yes,yes,27,March,Wednesday,5,intra_mails
572,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Project Updates,2024-03-08,neutral,opened,mobile,yes,yes,8,March,Friday,2,intra_mails
573,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Meeting Scheduling,2024-03-25,neutral,opened,desktop,yes,yes,25,March,Monday,5,intra_mails
